Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places
38666,Couple dozen fires in Kentucky; 69 counties in southeast with burn bans,11/10/16,11/7/16, ,"Twenty-one uncontrolled fires were burning in Kentucky, affecting more than 16,923 acres.  The largest fire, which charred 7,400 acres, was in Harlan County.Drought and the enormous number of fires led the Kentucky Division of Forestry to postpone outdoor burning until wetter conditions prevail.  Sixty-nine counties have banned outdoor burning.WTVQ-TV Lexington (Ky.), Nov. 11, 2016The Kentucky Division of Forestry reported 23 fires burning across the state, with 11,000 acres burned since the evening of Nov. 5.  Some of the largest fires have occurred in Harlan County, while fires continued to smolder in Letcher and Pike counties.  Multiple National Guard helicopters dropped water to quench some of the flames, delivering more than 120,000 gallons thus far.  Forty-five counties in southeastern Kentucky have burn bans, apart from Bell and Martin counties.  WLEX-TV Lex 18 (Ky.), Nov. 7, 2016","Fire, Relief, Response & Restrictions","Kentucky, Adair County, KY, Allen County, KY, Anderson County, KY, Ballard County, KY, Barren County, KY, Bath County, KY, Bell County, KY, Boone County, KY, Bourbon County, KY, Boyd County, KY, Boyle County, KY, Bracken County, KY, Breathitt County, KY, Breckinridge County, KY, Bullitt County, KY, Butler County, KY, Caldwell County, KY, Calloway County, KY, Campbell County, KY, Carlisle County, KY, Carroll County, KY, Carter County, KY, Casey County, KY, Christian County, KY, Clark County, KY, Clay County, KY, Clinton County, KY, Crittenden County, KY, Cumberland County, KY, Daviess County, KY, Edmonson County, KY, Elliott County, KY, Estill County, KY, Fayette County, KY, Fleming County, KY, Floyd County, KY, Franklin County, KY, Fulton County, KY, Gallatin County, KY, Garrard County, KY, Grant County, KY, Graves County, KY, Grayson County, KY, Green County, KY, Greenup County, KY, Hancock County, KY, Hardin County, KY, Harlan County, KY, Harrison County, KY, Hart County, KY, Henderson County, KY, Henry County, KY, Hickman County, KY, Hopkins County, KY, Jackson County, KY, Jefferson County, KY, Jessamine County, KY, Johnson County, KY, Kenton County, KY, Knott County, KY, Knox County, KY, Larue County, KY, Laurel County, KY, Lawrence County, KY, Lee County, KY, Leslie County, KY, Letcher County, KY, Lewis County, KY, Lincoln County, KY, Livingston County, KY, Logan County, KY, Lyon County, KY, Madison County, KY, Magoffin County, KY, Marion County, KY, Marshall County, KY, Martin County, KY, Mason County, KY, McCracken County, KY, McCreary County, KY, McLean County, KY, Meade County, KY, Menifee County, KY, Mercer County, KY, Metcalfe County, KY, Monroe County, KY, Montgomery County, KY, Morgan County, KY, Muhlenberg County, KY, Nelson County, KY, Nicholas County, KY, Ohio County, KY, Oldham County, KY, Owen County, KY, Owsley County, KY, Pendleton County, KY, Perry County, KY, Pike County, KY, Powell County, KY, Pulaski County, KY, Robertson County, KY, Rockcastle County, KY, Rowan County, KY, Russell County, KY, Scott County, KY, Shelby County, KY, Simpson County, KY, Spencer County, KY, Taylor County, KY, Todd County, KY, Trigg County, KY, Trimble County, KY, Union County, KY, Warren County, KY, Washington County, KY, Wayne County, KY, Webster County, KY, Whitley County, KY, Wolfe County, KY, Woodford County, KY"
38667,Burn ban across most of Louisiana,11/10/16,11/6/16, ,"A large number of grass and field fires, likely related to the dry weather, led Louisiana officials to announce a statewide burn ban, excluding Bossier, Iberville, St. Landry, or St. Mary Parishes.  Residents may still have recreational fires or campfires, but were encouraged to be very attentive to the fire, said the State Fire Marshal Butch Browning.  Without significant rainfall soon, the burn ban will continue.KPLC-TV NBC 7 Lake Charles (La.), Nov. 6, 2016","Fire, Relief, Response & Restrictions","Louisiana, Acadia Parish, LA, Allen Parish, LA, Ascension Parish, LA, Assumption Parish, LA, Avoyelles Parish, LA, Beauregard Parish, LA, Bienville Parish, LA, Caddo Parish, LA, Calcasieu Parish, LA, Caldwell Parish, LA, Cameron Parish, LA, Catahoula Parish, LA, Claiborne Parish, LA, Concordia Parish, LA, De Soto Parish, LA, East Baton Rouge Parish, LA, East Carroll Parish, LA, East Feliciana Parish, LA, Evangeline Parish, LA, Franklin Parish, LA, Grant Parish, LA, Iberia Parish, LA, Jackson Parish, LA, Jefferson Davis Parish, LA, Jefferson Parish, LA, La Salle Parish, LA, Lafayette Parish, LA, Lafourche Parish, LA, Lincoln Parish, LA, Livingston Parish, LA, Madison Parish, LA, Morehouse Parish, LA, Natchitoches Parish, LA, Orleans Parish, LA, Ouachita Parish, LA, Plaquemines Parish, LA, Pointe Coupee Parish, LA, Rapides Parish, LA, Red River Parish, LA, Richland Parish, LA, Sabine Parish, LA, Saint Bernard Parish, LA, Saint Charles Parish, LA, Saint Helena Parish, LA, Saint James Parish, LA, Saint John the Baptist Parish, LA, Saint Martin Parish, LA, Saint Tammany Parish, LA, Tangipahoa Parish, LA, Tensas Parish, LA, Terrebonne Parish, LA, Union Parish, LA, Vermilion Parish, LA, Vernon Parish, LA, Washington Parish, LA, Webster Parish, LA, West Baton Rouge Parish, LA, West Carroll Parish, LA, West Feliciana Parish, LA, Winn Parish, LA"
38587,Alabama soybeans shattering,11/4/16,11/4/16, ,"Soybean growers statewide have reported that soybean pods were shattering.  Soybean pod shattering occurs as a result of hot and windy conditions and low humidity combining to dry the pod walls until they become brittle and break.Growing Alabama (Albany, Ga.), Nov. 4, 2016",Agriculture,"Alabama, Autauga County, AL, Baldwin County, AL, Barbour County, AL, Bibb County, AL, Blount County, AL, Bullock County, AL, Butler County, AL, Calhoun County, AL, Chambers County, AL, Cherokee County, AL, Chilton County, AL, Choctaw County, AL, Clarke County, AL, Clay County, AL, Cleburne County, AL, Coffee County, AL, Colbert County, AL, Conecuh County, AL, Coosa County, AL, Covington County, AL, Crenshaw County, AL, Cullman County, AL, Dale County, AL, Dallas County, AL, DeKalb County, AL, Elmore County, AL, Escambia County, AL, Etowah County, AL, Fayette County, AL, Franklin County, AL, Geneva County, AL, Greene County, AL, Hale County, AL, Henry County, AL, Houston County, AL, Jackson County, AL, Jefferson County, AL, Lamar County, AL, Lauderdale County, AL, Lawrence County, AL, Lee County, AL, Limestone County, AL, Lowndes County, AL, Macon County, AL, Madison County, AL, Marengo County, AL, Marion County, AL, Marshall County, AL, Mobile County, AL, Monroe County, AL, Montgomery County, AL, Morgan County, AL, Perry County, AL, Pickens County, AL, Pike County, AL, Randolph County, AL, Russell County, AL, Saint Clair County, AL, Shelby County, AL, Sumter County, AL, Talladega County, AL, Tallapoosa County, AL, Tuscaloosa County, AL, Walker County, AL, Washington County, AL, Wilcox County, AL, Winston County, AL"
38590,Fire restrictions in most Mississippi counties,11/4/16,11/3/16, ,"Seventy-six of Mississippi’s 82 counties had bans on outdoor burning, due to the drought and upcoming cold front that will bring strong winds.Jackson Clarion-Ledger (Miss.), Nov. 3, 2016","Fire, Relief, Response & Restrictions","Mississippi, Adams County, MS, Alcorn County, MS, Amite County, MS, Attala County, MS, Benton County, MS, Bolivar County, MS, Calhoun County, MS, Carroll County, MS, Chickasaw County, MS, Choctaw County, MS, Claiborne County, MS, Clarke County, MS, Clay County, MS, Coahoma County, MS, Copiah County, MS, Covington County, MS, DeSoto County, MS, Forrest County, MS, Franklin County, MS, George County, MS, Greene County, MS, Grenada County, MS, Hinds County, MS, Holmes County, MS, Humphreys County, MS, Issaquena County, MS, Itawamba County, MS, Jasper County, MS, Jefferson Davis County, MS, Jones County, MS, Kemper County, MS, Lafayette County, MS, Lamar County, MS, Lauderdale County, MS, Lawrence County, MS, Leake County, MS, Lee County, MS, Leflore County, MS, Lincoln County, MS, Lowndes County, MS, Madison County, MS, Marion County, MS, Marshall County, MS, Monroe County, MS, Montgomery County, MS, Neshoba County, MS, Newton County, MS, Noxubee County, MS, Oktibbeha County, MS, Panola County, MS, Pearl River County, MS, Perry County, MS, Pike County, MS, Pontotoc County, MS, Prentiss County, MS, Quitman County, MS, Rankin County, MS, Scott County, MS, Sharkey County, MS, Simpson County, MS, Smith County, MS, Sunflower County, MS, Tallahatchie County, MS, Tate County, MS, Tippah County, MS, Tishomingo County, MS, Tunica County, MS, Union County, MS, Walthall County, MS, Warren County, MS, Washington County, MS, Wayne County, MS, Webster County, MS, Winston County, MS, Yalobusha County, MS, Yazoo County, MS"
38573,Multitude of wildfires in eastern Kentucky result in emergency declaration,11/3/16,11/3/16, ,"Kentucky Gov. Matt Bevin declared a state of emergency due to 38 wildfires burning largely in the eastern part of the state.  The fires blackened 3,800 acres in Harlan, Breathitt, Clay, Bell, Knox and other counties, according to the Kentucky Division of Forestry.  The biggest blaze was near Pine Mountain, where difficult terrain made firefighting challenging.  While fires do occur in the fall, it was not common to have so many conflagrations burning simultaneously, said state officials.  Three helicopters were dispatched by the National Guard to help with the fires and were using 600-gallon buckets.  Louisville Courier-Journal (Ky.), Nov. 3, 2016","Fire, Relief, Response & Restrictions","Kentucky, Bell County, KY, Breathitt County, KY, Clay County, KY, Harlan County, KY, Knox County, KY"
38591,Fire danger climbing in Florida,11/4/16,11/3/16, ,"Florida Commissioner of Agriculture Adam H. Putnam and the Florida Forest Service warned the public to exercise caution with all outdoor fires, due to the increased fire danger and fire incidence in many parts of the state. WNFB-FM North Florida Now (Lake City, Fla.), Nov. 3, 2016","Fire, Relief, Response & Restrictions","Florida, Alachua County, FL, Baker County, FL, Bay County, FL, Bradford County, FL, Brevard County, FL, Broward County, FL, Calhoun County, FL, Charlotte County, FL, Citrus County, FL, Clay County, FL, Collier County, FL, Columbia County, FL, DeSoto County, FL, Dixie County, FL, Duval County, FL, Escambia County, FL, Flagler County, FL, Franklin County, FL, Gadsden County, FL, Gilchrist County, FL, Glades County, FL, Gulf County, FL, Hamilton County, FL, Hardee County, FL, Hendry County, FL, Hernando County, FL, Highlands County, FL, Hillsborough County, FL, Holmes County, FL, Indian River County, FL, Jackson County, FL, Jefferson County, FL, Lafayette County, FL, Lake County, FL, Lee County, FL, Leon County, FL, Levy County, FL, Liberty County, FL, Madison County, FL, Manatee County, FL, Marion County, FL, Martin County, FL, Miami-Dade County, FL, Monroe County, FL, Nassau County, FL, Okaloosa County, FL, Okeechobee County, FL, Orange County, FL, Osceola County, FL, Palm Beach County, FL, Pasco County, FL, Pinellas County, FL, Polk County, FL, Putnam County, FL, Saint Johns County, FL, Saint Lucie County, FL, Santa Rosa County, FL, Sarasota County, FL, Seminole County, FL, Sumter County, FL, Suwannee County, FL, Taylor County, FL, Union County, FL, Volusia County, FL, Wakulla County, FL, Walton County, FL, Washington County, FL"
38577,Winter wheat planting delayed in Georgia,11/3/16,10/29/16, ,"Drought delayed the planting of winter wheat in Georgia, where the topsoil moisture conditions were 73 percent below normal, according to the USDA National Agricultural Statistical Service.  A farmer in Lee County said that winter wheat planting was not possible without moisture, but also felt the time pressure to get the wheat in the ground.  A decent job of harrowing was not possible either, due to the hard, dry ground.Albany Herald (Ga.), Oct. 29, 2016",Agriculture,"Georgia, Appling County, GA, Atkinson County, GA, Bacon County, GA, Baker County, GA, Baldwin County, GA, Banks County, GA, Barrow County, GA, Bartow County, GA, Ben Hill County, GA, Berrien County, GA, Bibb County, GA, Bleckley County, GA, Brantley County, GA, Brooks County, GA, Bryan County, GA, Bulloch County, GA, Burke County, GA, Butts County, GA, Calhoun County, GA, Camden County, GA, Candler County, GA, Carroll County, GA, Catoosa County, GA, Charlton County, GA, Chatham County, GA, Chattahoochee County, GA, Chattooga County, GA, Cherokee County, GA, Clarke County, GA, Clay County, GA, Clayton County, GA, Clinch County, GA, Cobb County, GA, Coffee County, GA, Colquitt County, GA, Columbia County, GA, Cook County, GA, Coweta County, GA, Crawford County, GA, Crisp County, GA, Dade County, GA, Dawson County, GA, Decatur County, GA, DeKalb County, GA, Dodge County, GA, Dooly County, GA, Dougherty County, GA, Douglas County, GA, Early County, GA, Echols County, GA, Effingham County, GA, Elbert County, GA, Emanuel County, GA, Evans County, GA, Fannin County, GA, Fayette County, GA, Floyd County, GA, Forsyth County, GA, Franklin County, GA, Fulton County, GA, Gilmer County, GA, Glascock County, GA, Glynn County, GA, Gordon County, GA, Grady County, GA, Greene County, GA, Gwinnett County, GA, Habersham County, GA, Hall County, GA, Hancock County, GA, Haralson County, GA, Harris County, GA, Hart County, GA, Heard County, GA, Henry County, GA, Houston County, GA, Irwin County, GA, Jackson County, GA, Jasper County, GA, Jeff Davis County, GA, Jefferson County, GA, Jenkins County, GA, Johnson County, GA, Jones County, GA, Lamar County, GA, Lanier County, GA, Laurens County, GA, Lee County, GA, Liberty County, GA, Lincoln County, GA, Long County, GA, Lowndes County, GA, Lumpkin County, GA, Macon County, GA, Madison County, GA, Marion County, GA, McDuffie County, GA, McIntosh County, GA, Meriwether County, GA, Miller County, GA, Mitchell County, GA, Monroe County, GA, Montgomery County, GA, Morgan County, GA, Murray County, GA, Muscogee County, GA, Newton County, GA, Oconee County, GA, Oglethorpe County, GA, Paulding County, GA, Peach County, GA, Pickens County, GA, Pierce County, GA, Pike County, GA, Polk County, GA, Pulaski County, GA, Putnam County, GA, Quitman County, GA, Rabun County, GA, Randolph County, GA, Richmond County, GA, Rockdale County, GA, Schley County, GA, Screven County, GA, Seminole County, GA, Spalding County, GA, Stephens County, GA, Stewart County, GA, Sumter County, GA, Talbot County, GA, Taliaferro County, GA, Tattnall County, GA, Taylor County, GA, Telfair County, GA, Terrell County, GA, Thomas County, GA, Tift County, GA, Toombs County, GA, Towns County, GA, Treutlen County, GA, Troup County, GA, Turner County, GA, Twiggs County, GA, Union County, GA, Upson County, GA, Walker County, GA, Walton County, GA, Ware County, GA, Warren County, GA, Washington County, GA, Wayne County, GA, Webster County, GA, Wheeler County, GA, White County, GA, Whitfield County, GA, Wilcox County, GA, Wilkes County, GA, Wilkinson County, GA, Worth County, GA"
38501,"Connecticut's first drought watch issued, lifted",6/15/17,10/28/16,6/15/17,"Connecticut’s drought watch was lifted and replaced by a drought advisory as the Connecticut Interagency Drought Workgroup updated the state’s drought status.  While two months of above normal precipitation improved water supplies, the group warned that ""streamflow and groundwater levels have demonstrated some volatility and remain vulnerable.""Hartford Courant (Conn.), May 8, 2017The drought watch for Fairfield, Hartford, Litchfield, Middlesex, New Haven and Tolland counties and drought advisory for New London and Windham counties remained in effect and unchanged.Hartford Courant (Conn.), Dec. 9, 2016Connecticut Gov. Daniel Malloy urged all residents to conserve water wherever possible as drought persists in the state.  The request for water savings was made after the Connecticut Interagency Drought Workgroup issued the state’s first drought watch for Fairfield, Hartford, Litchfield, Middlesex, New Haven and Tolland counties.  The voluntary conservation goal in the drought watch area is 15 percent.  A drought advisory remained in effect for New London and Windham counties, along with a recommendation for voluntary conservation of 10 percent.Hartford Courant (Conn.), Oct. 28, 2016","Relief, Response & Restrictions, Water Supply & Quality","Connecticut, Fairfield County, CT, Darien, CT, Greenwich, CT, New Canaan, CT, Stamford, CT, Hartford County, CT, Litchfield County, CT, Middlesex County, CT, New Haven County, CT, New London County, CT, Tolland County, CT, Windham County, CT"
38811,Wildfires occurring in Kentucky,11/17/16,10/22/16,11/16/16,"Wildfires are burning in many locations in eastern Kentucky.From a university researcher in Warren County, Kentucky, on November 16,2016",Fire,Kentucky
38812,Wildfires occurring in Kentucky,11/17/16,10/22/16,11/16/16,"Wildfires are burning in many locations in eastern Kentucky.From a university researcher in Warren County, Kentucky, on November 16,2016",Fire,Kentucky
38460,"Some Massachusetts trees shedding leaves early, less vibrant",10/25/16,10/21/16, ,"Some Massachusetts trees shed their leaves early after a summer of heat and drought, said Rick Harper, an assistant professor with UMass Amherst's Department of Environmental Conservation.  Fall color also seemed to be delayed in some areas.  Overall, leaves were not more vibrant due to the drought.Fitchburg Sentinel & Enterprise (Mass.), Oct. 21, 2016",Plants & Wildlife,"Massachusetts, Barnstable County, MA, Berkshire County, MA, Bristol County, MA, Dukes County, MA, Essex County, MA, Franklin County, MA, Hampden County, MA, Hampshire County, MA, Middlesex County, MA, Nantucket County, MA, Norfolk County, MA, Plymouth County, MA, Suffolk County, MA, Worcester County, MA"
38480,Alabama's ag commissioner warned of potential hay shortage,10/27/16,10/19/16, ,"Alabama Agriculture Commissioner John McMillan warned that a hay shortage was a definite concern for livestock producers.  “A lot of cattle owners thought they had enough for the winter, but they’re starting to have to feed it now,” said McMillan. “That’s going to put them under stress.”The department created a website to help connect hay buyers with sellers.  In the meantime, McMillan was encouraging peanut growers to bale their plants for use as livestock feed once the peanuts have been harvested.TimesDaily.com (Florence, Ala.), Oct. 19, 2016","Agriculture, Plants & Wildlife, Relief, Response & Restrictions","Alabama, Autauga County, AL, Baldwin County, AL, Barbour County, AL, Bibb County, AL, Blount County, AL, Bullock County, AL, Butler County, AL, Calhoun County, AL, Chambers County, AL, Cherokee County, AL, Chilton County, AL, Choctaw County, AL, Clarke County, AL, Clay County, AL, Cleburne County, AL, Coffee County, AL, Colbert County, AL, Conecuh County, AL, Coosa County, AL, Covington County, AL, Crenshaw County, AL, Cullman County, AL, Dale County, AL, Dallas County, AL, DeKalb County, AL, Elmore County, AL, Escambia County, AL, Etowah County, AL, Fayette County, AL, Franklin County, AL, Geneva County, AL, Greene County, AL, Hale County, AL, Henry County, AL, Houston County, AL, Jackson County, AL, Jefferson County, AL, Lamar County, AL, Lauderdale County, AL, Lawrence County, AL, Lee County, AL, Limestone County, AL, Lowndes County, AL, Macon County, AL, Madison County, AL, Marengo County, AL, Marion County, AL, Marshall County, AL, Mobile County, AL, Monroe County, AL, Montgomery County, AL, Morgan County, AL, Perry County, AL, Pickens County, AL, Pike County, AL, Randolph County, AL, Russell County, AL, Saint Clair County, AL, Shelby County, AL, Sumter County, AL, Talladega County, AL, Tallapoosa County, AL, Tuscaloosa County, AL, Walker County, AL, Washington County, AL, Wilcox County, AL, Winston County, AL"
38436,Eversource reminded its Massachusetts customers to check health of trees,10/20/16,10/19/16, ,"Some regional trees have become brittle and weak from the lack of rainfall, warned Eversource, an electric services company.  The trees might even fall over during the winter and take down power lines.  People were cautioned that trees with cracks in the trunks, bare branches, dropping bark or dead roots could be dying and need attention.WWLP-TV Springfield (Mass.), Oct. 19, 2016","Energy, Plants & Wildlife, Society & Public Health","Massachusetts, Barnstable County, MA, Berkshire County, MA, Bristol County, MA, Dukes County, MA, Essex County, MA, Franklin County, MA, Hampden County, MA, Hampshire County, MA, Middlesex County, MA, Nantucket County, MA, Norfolk County, MA, Plymouth County, MA, Suffolk County, MA, Worcester County, MA"
38417,Temporary pipeline continued to carry water to four Connecticut communities,1/24/17,10/18/16,1/24/17,"Connecticut officials issued an amended emergency order, allowing the construction of a temporary pipeline to carry water to four communities.  The state Department of Public Health declared a public water supply emergency in September for Greenwich, Stamford, Darien and New Canaan.  The order allowed the Aquarion Water Company to divert water from other sources.  The more recent order will permit Aquarion to divert water from an additional source and construct a temporary pipeline to carry water to the four towns.   New Haven Register (Conn.), Oct. 19, 2016","Relief, Response & Restrictions, Water Supply & Quality","Connecticut, Fairfield County, CT, Darien, CT, Greenwich, CT, New Canaan, CT, Stamford, CT"
38813,"Winter wheat, fall cover crops not germinating, farm ponds drying up across Kentucky",11/17/16,10/15/16,11/16/16,"Winter wheat and fall cover crops are not germinating due to dry conditions. Farm ponds across much of Kentucky are drying up.From a university researcher in Warren County, Kentucky, on November 16, 2016","Agriculture, Water Supply & Quality",Kentucky
38422,Maine Public Utilities Commission assessing status of state's 153 water districts,10/19/16,10/13/16, ,"Forty-seven of the 81 Maine water districts that responded to a formal request from the Maine Public Utilities Commission revealed that surface and groundwater levels were below the seasonal norm.  Low water levels were prevalent in southern Maine where precipitation was 50 to 60 percent below normal for the April through September time frame.  Some districts requested voluntary conservation, while a couple of districts had mandatory restrictions.The Maine PUC was trying to determine whether individual districts were coping on their own or a statewide emergency supply plan was needed.  With many private wells running dry, it seemed that the development of more drought-resilient supplies were needed.Portland Press Herald (Maine), Oct. 13, 2016","Relief, Response & Restrictions, Water Supply & Quality","Maine, Androscoggin County, ME, Aroostook County, ME, Cumberland County, ME, Franklin County, ME, Hancock County, ME, Bucksport, ME, Stonington, ME, Kennebec County, ME, Knox County, ME, Lincoln County, ME, Oxford County, ME, Penobscot County, ME, Piscataquis County, ME, Dover-Foxcroft, ME, Sagadahoc County, ME, Somerset County, ME, Waldo County, ME, Washington County, ME, York County, ME, Berwick, ME"
38428,Gov. signed no burn order for all Alabama counties,12/5/16,10/12/16,12/5/16,"The statewide burn ban that took effect in early November ended, said Gov. Robert Bentley and interim State Forester Gary Cole.  Recent rainfall alleviated the drought conditions enough to allow outdoor burning again.  TimesDaily.com (Florence, Ala.), Dec. 5, 2016Extensive fire activity led Gov. Robert Bentley to extend a “no burn order” to all Alabama counties.  The order previously affected 46 counties.  All outdoor burning was prohibited, including camp fires, trash fires, bonfires and all other open burning.  Violators may be fined up to $500 and could spend six months in jail.  Since Oct. 1, about 1,421 wildfires charred 15,409 acres in Alabama, according to the Alabama Forestry Commission.Montgomery Advertiser (Ala.), Nov. 8, 2016Gov. Robert Bentley of Alabama signed an order banning outdoor fires across most of the state, due to intensifying drought that has led to fast-moving wildfires.  Forty-six counties were under a no burn order, while the remaining counties were in a fire alert.  According to the Alabama Forestry Commission, 341 wildfires scorched more than 4,100 acres in the past seven days. My San Antonio.com (Texas), Oct. 12, 2016","Fire, Relief, Response & Restrictions","Alabama, Autauga County, AL, Baldwin County, AL, Barbour County, AL, Bibb County, AL, Blount County, AL, Bullock County, AL, Butler County, AL, Calhoun County, AL, Chambers County, AL, Cherokee County, AL, Chilton County, AL, Choctaw County, AL, Clarke County, AL, Clay County, AL, Cleburne County, AL, Coffee County, AL, Colbert County, AL, Conecuh County, AL, Coosa County, AL, Covington County, AL, Crenshaw County, AL, Cullman County, AL, Dale County, AL, Dallas County, AL, DeKalb County, AL, Elmore County, AL, Escambia County, AL, Etowah County, AL, Fayette County, AL, Franklin County, AL, Geneva County, AL, Greene County, AL, Hale County, AL, Henry County, AL, Houston County, AL, Jackson County, AL, Jefferson County, AL, Lamar County, AL, Lauderdale County, AL, Lawrence County, AL, Lee County, AL, Limestone County, AL, Lowndes County, AL, Macon County, AL, Madison County, AL, Marengo County, AL, Marion County, AL, Marshall County, AL, Mobile County, AL, Monroe County, AL, Montgomery County, AL, Morgan County, AL, Perry County, AL, Pickens County, AL, Pike County, AL, Randolph County, AL, Russell County, AL, Saint Clair County, AL, Shelby County, AL, Sumter County, AL, Talladega County, AL, Tallapoosa County, AL, Tuscaloosa County, AL, Walker County, AL, Washington County, AL, Wilcox County, AL, Winston County, AL"
38449,Many home foundations cracking in northern Alabama,10/21/16,10/12/16, ,"Many home foundation repair businesses in northern Alabama were busy because dry conditions have caused large cracks and other damage to many home foundations.  One repair business bought more trucks to keep up with demand for service, although home owners must wait up to three weeks before someone can inspect their homes.WHNT-TV News 19 Huntsville (Ala.), Oct. 12, 2016","Business & Industry, Society & Public Health","Alabama, Colbert County, AL, DeKalb County, AL, Franklin County, AL, Jackson County, AL, Lauderdale County, AL, Lawrence County, AL, Limestone County, AL, Madison County, AL, Huntsville, AL, Marshall County, AL, Morgan County, AL"
38443,Burn bans in Mississippi,12/3/16,10/11/16,12/3/16,"Mississippi’s Gov. Phil Bryant ended the statewide burn ban that took effect on Oct. 11.  However, the Mississippi Forestry Commission noted that local burn bans still prohibited outdoor burning in Calhoun, Claiborne, Franklin, George, Hinds, Jasper, Jefferson, Jefferson Davis, Kemper, Lafayette, Lawrence, Lincoln, Sharkey, Simpson and Stone counties.  Typically, county supervisors request the bans and get approval from the Forestry Commission.  Some of the ongoing bans will expire on Dec. 12.  The Sun Herald (Gulfport, Miss.), Dec. 3, 2016Gov. Phil Bryant of Mississippi enacted a partial statewide burn ban for 52 counties until further notice.  The Mississippi Forestry Commission requested the partial state level burn ban, due to the incidence of wildfires, drought status, dry vegetation and dry forecast.  The 52 counties include Adams, Alcorn, Amite, Attala, Benton, Bolivar, Carroll, Clay, Chickasaw, Choctaw, Coahoma, Desoto, Grenada, Hinds, Holmes, Humphreys, Issaquena, Itawamba, Lafayette, Lauderdale, Leake, Lee, Leflore, Lowndes, Madison, Marshall, Monroe, Montgomery, Neshoba, Newton, Noxubee, Oktibbeha, Panola, Pontotoc, Prentiss, Quitman, Rankin, Scott, Sharkey, Sunflower, Tallahatchie, Tate, Tippah, Tishomingo, Tunica, Union, Warren, Washington, Webster, Winston, Yalobusha and  Yazoo.  Mississippi Forestry Commission, Oct. 11, 2016Burn bans covered 45 of Mississippi’s 82 counties, including 17 counties in the northeastern part of the state.Northeast Mississippi Daily Journal (Miss.), Oct. 11, 2016","Fire, Relief, Response & Restrictions","Mississippi, Adams County, MS, Alcorn County, MS, Amite County, MS, Attala County, MS, Benton County, MS, Bolivar County, MS, Calhoun County, MS, Carroll County, MS, Chickasaw County, MS, Choctaw County, MS, Claiborne County, MS, Clarke County, MS, Clay County, MS, Coahoma County, MS, Copiah County, MS, Covington County, MS, DeSoto County, MS, Forrest County, MS, Franklin County, MS, George County, MS, Greene County, MS, Grenada County, MS, Hancock County, MS, Harrison County, MS, Hinds County, MS, Holmes County, MS, Humphreys County, MS, Issaquena County, MS, Itawamba County, MS, Jackson County, MS, Jasper County, MS, Jefferson County, MS, Jefferson Davis County, MS, Jones County, MS, Kemper County, MS, Lafayette County, MS, Lamar County, MS, Lauderdale County, MS, Lawrence County, MS, Leake County, MS, Lee County, MS, Baldwyn, MS, Leflore County, MS, Lincoln County, MS, Lowndes County, MS, Madison County, MS, Marion County, MS, Marshall County, MS, Monroe County, MS, Montgomery County, MS, Neshoba County, MS, Newton County, MS, Noxubee County, MS, Oktibbeha County, MS, Panola County, MS, Pearl River County, MS, Perry County, MS, Pike County, MS, Pontotoc County, MS, Prentiss County, MS, Quitman County, MS, Rankin County, MS, Scott County, MS, Sharkey County, MS, Simpson County, MS, Smith County, MS, Stone County, MS, Sunflower County, MS, Tallahatchie County, MS, Tate County, MS, Tippah County, MS, Tishomingo County, MS, Tunica County, MS, Union County, MS, Walthall County, MS, Warren County, MS, Washington County, MS, Wayne County, MS, Webster County, MS, Wilkinson County, MS, Winston County, MS, Yalobusha County, MS, Yazoo County, MS"
